filename, Amanita Vaginata Var - Vaginata, Amanita brunneitoxicaria, Amanita phalloides-, Amanita princeps Corner - Bas, Chlorophyllum molybdites, Lactarius glaucescens, Lentinus polychrous Berk, Lentinus squarrosulas Mont, Macrolepiota gracilenta, Mycoamaranthus cambodgensis, Pleurotus pulmonarius, Schizophylllum commune, Scleroderma sinnamariense
IMG_20230131_084619_Burst04_jpg.rf.3dd6abcc73ef3a577226dd84ad8adcd5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230206_115015_Burst04_jpg.rf.3de159e24bbe74375122cf62da0b8591.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
324376249_579325950785930_8131378067783993922_n_jpg.rf.3e090d522a89fe90e1024177149cc5b0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230131_085006_Burst11_jpg.rf.3e0a8ae9f8a3aec4024329df8f1e07dc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230205_201448_Burst13_jpg.rf.3dfe13b8f7ba53e8e350d2df09571d99.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230205_210944_Burst13_jpg.rf.3e05e046ed17ce4a3e0ab09a09845cd4.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
istockphoto-1163722077-612x612-Copy-2-_jpg.rf.3e36b0a25402fca1595219eee81fe92c.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_133649_Burst01_jpg.rf.3e3b6ee9988bd24cff87bd687aba7bec.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG_20230108_085101_Burst10_jpg.rf.3e3b6fe2b01dda9cc3f2134f531259c2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
IMG_20230131_101830_Burst13_jpg.rf.3e43cbec440b09d5dc6785e2f00d9314.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG_20230206_115015_Burst14_jpg.rf.3e517f9d5aae2b7b93d73b9f165f4e94.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_084558_Burst05_jpg.rf.3e43f50b775f26a41b61efda60146c18.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230131_084554_Burst20_jpg.rf.3e5beac3e910093df397873eb78be4c1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230205_202036_Burst14_jpg.rf.3e45948015e425f8ade48b322e2b39a6.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230206_114913_Burst12_jpg.rf.3e6ef22a4469fc25dec74ccf5a7b3472.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_140659_Burst19_jpg.rf.3e652066b168aa432c3b9705767613f3.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_084928_Burst08_jpg.rf.3e734a93411a788223c744c955bdb195.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
131424592_3649165065129167_4832755712583777074_n-1024x363_jpg.rf.3e74120ff6ea39a3e2693ecb541fa295.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230201_141404_Burst14_jpg.rf.3e7804aa5f8e032b3ef97b4e4b4aa094.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_084957_Burst17_jpg.rf.3e7414dd5dcde698e5a9cab2b3a8da11.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230207_114242_Burst09_jpg.rf.3ea398a2ba049142233d47b8fc487afa.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_20230131_101830_Burst10_jpg.rf.3e867d784574162f29171598282e313a.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10428711_952508681460917_5576273528020403001_n_jpg.rf.3ea8c66564751dbc0c1a5c903d6262ba.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230131_102128_Burst09_jpg.rf.3eadf5c000d9237d1b390d988204fa4d.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG_20230201_140848_Burst18_jpg.rf.3eb0b0ab4efbd786300479f7e167cc49.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_20230206_100606_Burst11_jpg.rf.3ecec088e02010598ecb46d76947ad99.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_141414_Burst17_jpg.rf.3ee08f9e078a6eae74691c08e54bf48b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
236420_jpg.rf.3ee086ac976d1754c7868539ff10b020.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
324376249_579325950785930_8131378067783993922_n_jpg.rf.3ed71961e8d7b2e5ba0b2def0e5131ad.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
236420_jpg.rf.3f1d75facf7606f6a7210b3092b200a6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
5-_jpg.rf.3f1961b2d3fed16983f7d2760bb10257.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
IMG_20230207_114644_Burst07_jpg.rf.3ef68d3169821ee6ed2b34dce2310e6f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_20230205_201456_Burst06_jpg.rf.3eef0e273ae4677ca9f1ab220f5dbe38.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230205_212113_Burst05_jpg.rf.3f1ce0bb3798d2cb1e45cb07f1477e98.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_084516_Burst01_jpg.rf.3f2149d3dd211463c5dbca72bfcee65e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230206_114826_Burst12_jpg.rf.3ed7fea45fcaf6773923779cfcc052d7.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_084659_Burst10_jpg.rf.3f2a9af756c0590df12e3a5d3fa0690b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230205_210801_Burst11_jpg.rf.3f1d154f3b7dbf3c50772e0747d32de1.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_140845_Burst19_jpg.rf.3f1adfcc696ee4b543b47d831bad0975.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_084928_Burst05_jpg.rf.3f5aeaf41b2f6cb8cb316e16bd697200.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230207_114648_Burst03_jpg.rf.3f4b4b33b62c8247d49fbd9e92307e3d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
10428711_952508681460917_5576273528020403001_n_jpg.rf.3f33b9652db0564645147163f5f0a0d8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230131_084619_Burst20_jpg.rf.3f646e3cffbaf6054f6d986749fa685c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230205_201551_Burst04_jpg.rf.3f7276cab0513dca99ec733604cc2b78.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_133613_Burst19_jpg.rf.3f65b17fe510b699eeb8bc479963d591.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG_20230201_134157_Burst16_jpg.rf.3f657d792ac8dbf7c1de047945abfe92.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG_20230131_110637_Burst12_jpg.rf.3f7d62ce38b848e26cbd69bfb335fedd.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230205_201444_Burst11_jpg.rf.3f8c6e80263d7799bf0b94faca6d0363.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_110632_Burst14_jpg.rf.3f7fbd6fae763949864ec62c110b3432.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230201_141414_Burst16_jpg.rf.3f92728022b9807fa2b300c0bbda2e0d.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_110643_Burst18_jpg.rf.3f8017b17428bb9cb394df5ba6fa3655.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230207_114357_Burst11_jpg.rf.3fa6995f2428ee6e95576afa36f5cc30.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_20230207_120539_Burst13_jpg.rf.3fa0dbe64d271ea72a3b4ed620b71dda.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230201_140639_Burst06_jpg.rf.3fab500bb75bc6dfc61ac509501c1d64.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230205_210917_Burst03_jpg.rf.3fae2fadd00b76fb8e88ca798d1f0a2d.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230205_202013_Burst16_jpg.rf.3fbaf5484f1b22c9f469ad889b7289dd.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_102026_Burst11_jpg.rf.3fbd619cec62d0677484ad6dc8f0445d.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG_20230205_214258_Burst15_jpg.rf.3fb32f9632b0033204751d4397a96ec1.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1-1_png.rf.3fe6eee29a7206437b9d69bc1ea88b0f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
IMG_20230205_202013_Burst18_jpg.rf.3fc491ecd79771c0652edfd107608289.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230207_114523_Burst01_jpg.rf.3fe6ceb0207f9b215f4fb5dce0f21827.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_20230131_085048_Burst08_jpg.rf.3ff019868c387d6661d153eea1163b0f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230131_084613_Burst19_jpg.rf.4010853842d0df7231565192e6bc52a2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230131_110637_Burst03_jpg.rf.402dc6a52676bfdfade871e29f73cfa2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230207_120410_Burst01_jpg.rf.3ff8f84d5841e63b15a1aa73690a64e7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230205_202122_Burst05_jpg.rf.40166cb6b5233b89364a85f8ba22874b.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_140710_Burst02_jpg.rf.40443dd8a74e9dcaada49a3b2cf334c4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_140804_Burst02_jpg.rf.405b18157c4e8e03f988c959133955ee.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230205_210838_Burst06_jpg.rf.4060da298db9f8f313f37aea6172b29e.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230206_100848_Burst15_jpg.rf.405714039c9a164ea4aafb8cc1c230d9.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_134209_Burst10_jpg.rf.408570a1233b99daf6ec8333e624f386.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG_20230201_140659_Burst03_jpg.rf.40ac103bca82c563028a1cbfeebf98ee.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
314890456_518445100296074_4837492718541844335_n_jpg.rf.40a561a561a16886d43cfc3b684706fd.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
IMG_20230206_115100_Burst20_jpg.rf.40b691319504d9bab0d294d715ee830a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_141404_Burst08_jpg.rf.40b6d17baf283822d00b4740a4db05b8.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230207_114453_Burst11_jpg.rf.40ca369b2801d8ccc53e258847f41f6a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_20230207_114414_Burst13_jpg.rf.40828f336fff2a38fd5e86813373d3d0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_20230131_102128_Burst13_jpg.rf.40cf871ba7b9f3d65a7236e6eacc77bf.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG_20230207_120539_Burst13_jpg.rf.40b68e40b17500001c5f474add0d154b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230201_141020_Burst18_jpg.rf.40cc95fb23c90d9ab435c2314e70c81f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230205_210838_Burst05_jpg.rf.40d302059bcb7aa7eea1e24816102e4a.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_134138_Burst08_jpg.rf.40d428feec9837f7e2163d783904261c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG_20230207_114314_Burst11_jpg.rf.40dbcb096a075adc34cf64b8be7558ba.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_20230131_084933_Burst15_jpg.rf.40dc024d7bf80b500933800864ede6a0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230201_140845_Burst14_jpg.rf.40f37c853f6e1d8a12fb4342fe92f7dd.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_20230206_103253_Burst09_jpg.rf.40da3223809e6dc4dc8efe9951564176.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230205_213826_Burst14_jpg.rf.40f6f3d8433597b5ddfeba0f80547bc9.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_140645_Burst19_jpg.rf.4103454f5392f8680f03676faf2ed399.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230206_103116_Burst18_jpg.rf.41011fa9d71c16f74f34fdd487d03f1b.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230207_120335_Burst09_jpg.rf.4126282f447c6690b11a031e5fb03352.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230206_103253_Burst18_jpg.rf.41276dee610847ca425db19dfc77a5c9.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230207_120418_Burst03_jpg.rf.410090ed56bfa2ad4a108e5d8ae648fc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230207_120418_Burst08_jpg.rf.4113a4391450c736c28f41d7b9b048c3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230205_211008_Burst16_jpg.rf.412f665cfb4694f89a664f93368480bf.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230207_120425_Burst19_jpg.rf.413804a19444ac9275f01129f0fe2727.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230131_084654_Burst18_jpg.rf.413d12483fae2ab75e5d8022f5c5d649.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230205_202036_Burst12_jpg.rf.414cb9e759095156eb4960a6a6695ecf.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_084654_Burst13_jpg.rf.414601298b0e727db458b7ef845bd131.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230201_134145_Burst12_jpg.rf.415b37becb0c2c468ff3d3f46e627f5a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
131424592_3649165065129167_4832755712583777074_n-1024x363_jpg.rf.414fd32681dc57d000aa7b67115fab69.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
321450922_1444202692773955_7918337292837810134_n_jpg.rf.417b70e01c43333ca51340156feab209.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230206_114951_Burst08_jpg.rf.4162be7e78f80942bd53aa8ec53fbfff.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_20230205_213853_Burst14_jpg.rf.4164c7b970236d4f86398cbfaf345980.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
324376249_579325950785930_8131378067783993922_n_jpg.rf.4197adc96e26154f6981d63f838bd40d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
321450922_1444202692773955_7918337292837810134_n_jpg.rf.41a6a92378ba8cbb2e52d743a38af176.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230201_134141_Burst08_jpg.rf.41cc14b0d0d1612a206ab890c86dbe38.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG_20230201_133718_Burst16_jpg.rf.41ba155eb6b9e6a7342373303d7503bd.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG_20230206_100428_Burst05_jpg.rf.419db736c7d17c85cbc58a0f0e132211.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230131_084933_Burst07_jpg.rf.41cc27f28794cbb82f8b9745bba9445b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230108_085410_Burst19_jpg.rf.41b8c0fc560ae7c7d0706c2c08c9bb67.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
IMG_20230205_213916_Burst20_jpg.rf.41d90ba746200f3cbe8b7ea5a5b838bd.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230201_134230_Burst15_jpg.rf.42099704862caec6192eb3a595e4000f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
324376249_579325950785930_8131378067783993922_n_jpg.rf.41d78758807d4d4b8e986838f5cc563f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_20230206_115055_Burst01_jpg.rf.420f37ff86a798438291ca62a8fe8e32.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_20230205_202048_Burst14_jpg.rf.42172ee1b681ab0b2afc8d504752b768.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230207_120410_Burst04_jpg.rf.421bde12de920a5ddf49f5901c7a68e0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_20230205_210853_Burst17_jpg.rf.420d5ce8d2cbfd14f3d9ce8fa1d127fc.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_20230207_114529_Burst17_jpg.rf.420f960d107965d7c0e320b82aaf75c4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_20230131_101717_Burst12_jpg.rf.4224fc609d6a0826c330c4f040302c82.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
